"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","photos/27/height","photos/27/id","photos/27/image","photos/27/width","photos/28/height","photos/28/id","photos/28/image","photos/28/width","photos/29/height","photos/29/id","photos/29/image","photos/29/width","photos/30/height","photos/30/id","photos/30/image","photos/30/width","photos/31/height","photos/31/id","photos/31/image","photos/31/width","photos/32/height","photos/32/id","photos/32/image","photos/32/width","photos/33/height","photos/33/id","photos/33/image","photos/33/width","photos/34/height","photos/34/id","photos/34/image","photos/34/width","photos/35/height","photos/35/id","photos/35/image","photos/35/width","photos/36/height","photos/36/id","photos/36/image","photos/36/width","photos/37/height","photos/37/id","photos/37/image","photos/37/width","photos/38/height","photos/38/id","photos/38/image","photos/38/width","photos/39/height","photos/39/id","photos/39/image","photos/39/width","photos/40/height","photos/40/id","photos/40/image","photos/40/width","photos/41/height","photos/41/id","photos/41/image","photos/41/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user/avatar","user/avatar/height","user/avatar/id","user/avatar/image","user/avatar/width","user/contributions/helpfulVotes","user/contributions/totalContributions","user/link","user/name","user/userId","user/userLocation","user/userLocation/id","user/userLocation/name","user/userLocation/shortName","user/username"
"0","1011751838","en","8116054",,"General Manager","1011789566","en","2025-06-09","Erik  Billgren","Dear 206heshans,
Ayubowan from Anantara Tangalle, Sri Lanka! 
Thank you for sharing your wonderful experience at Our resort in Sri Lanka. 
We’re delighted to hear that from arrival to departure, our team made you feel truly welcome.
Thisari and Prageeth will be thrilled to hear your kind words—they take great pride in ensuring our guests feel cared for and comfortable. It’s wonderful that you enjoyed the peaceful setting, delicious food, and your comfortable room.
We look forward to welcoming you back to Anantara Peace Haven Tangalle in Sri Lanka for another relaxing stay soon!

Kind regards, 
Erik Billgren – General Manager 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goyambokka Estate., Tangalle 82200 Sri Lanka","Tangalle","Sri Lanka","82200",,"Goyambokka Estate.",,"8116054","6.012489","Tangalle, Southern Province","80.78387","Anantara Peace Haven Tangalle Resort","4966","4.8","24","46","76","412","4408","https://www.tripadvisor.com/Hotel_Review-g304142-d8116054-Reviews-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html","http://www.anantara.com/en/peace-haven-tangalle","2025-06-08","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","We had a wonderful time at Anantara Peace Haven - Tangalle. From the time we arrived, the staff made us feel really welcome. Everyone was friendly and helpful.

A special thank you to Thisari Navoda, our room host, who always checked in to make sure everything was okay. She was kind and thoughtful and really made a difference.

Also, big thanks to Prageeth Dilshan at the pool bar he was super friendly and gave us great service every time we were there.

The resort itself is beautiful, peaceful setting, great food, and a very comfortable room. We had a really relaxing  stay and would definitely come back again.","Wonderful Experience at Anantara Tangalle","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304142-d8116054-r1011751838-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html",,"1200","452391289","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg","1200","0","1","www.tripadvisor.com/Profile/206heshans","Heshan S","B91F0B820744AC50FD9A27669D20ACCB",,,,,"206heshans"
"0","1011736596","en","8116054",,"General Manager","1011786592","en","2025-06-09","Erik  Billgren","Dear nilankakasthuri,
Ayubowan from Anantara Tangalle, Sri Lanka! 
Thank you so much for your glowing 5-star rating and kind words of Our resort in Sri Lanka! 
We’re thrilled to hear that Thisari and Prageeth made such a positive impact on your stay. Their dedication to attentive and friendly service truly reflects the heart of Anantara Peace Haven Tangalle.
It’s wonderful to know you enjoyed the comfortable accommodations and excellent dining as well. Your feedback means a lot to our entire team and motivates us to keep delivering memorable experiences.
We look forward to welcoming you back to Anantara Peace Haven Tangalle in Sri Lanka for another exceptional stay soon!
Kind regards, 
Erik Billgren – General Manager 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goyambokka Estate., Tangalle 82200 Sri Lanka","Tangalle","Sri Lanka","82200",,"Goyambokka Estate.",,"8116054","6.012489","Tangalle, Southern Province","80.78387","Anantara Peace Haven Tangalle Resort","4966","4.8","24","46","76","412","4408","https://www.tripadvisor.com/Hotel_Review-g304142-d8116054-Reviews-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html","http://www.anantara.com/en/peace-haven-tangalle","2025-06-08","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","I would rate this property 5 out of 5 stars. The exceptional service from the entire team truly stood out, especially the attentiveness of Thisari Navoda, who took great care of our room, and Prageeth Dilshan at the pool bar, whose friendly and professional service made a big difference. Combined with comfortable accommodations and excellent dining, their efforts made our stay memorable and enjoyable.","Perfect Stay with Remarkable Service from Thisari and Prageeth","2025-06","NONE","https://www.tripadvisor.com/ShowUserReviews-g304142-d8116054-r1011736596-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html",,"1200","452390771","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg","1200","0","1","www.tripadvisor.com/Profile/nilankakasthuri","nilankakasthuri","A71BE0A5D5C4E26CCFA26A847A391419",,"293962","Colombo, Sri Lanka","Colombo","nilankakasthuri"
"0","1011588472","en","8116054",,"General Manager","1011728721","en","2025-06-08","Erik  Billgren","
Dear gloreeng2023,
Ayubowan from Anantara Tangalle, Sri Lanka! 
Thank you for your kind words and for taking the time to share your experience with us!
We're so pleased to hear you enjoyed our expansive property in Sri Lanka, the beautiful beach, and the many offerings designed for guests of all ages—including our Kids’ and Teens’ Clubs and the library. It’s wonderful to know you made the most of it.
A special thank you for recognizing Thisari—she will be delighted to hear your appreciation. We’re proud to have team members like her who go above and beyond to ensure a memorable stay.
We hope to welcome you back for an even longer visit next time, so you can continue exploring all that Anantara Peace Haven Tangalle in Sri Lanka has to offer.
Kind regards, 
Erik Billgren – General Manager 
","4032","806962864","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/19/46/b0/caption.jpg","2268","4032","806962863","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/19/46/af/caption.jpg","2268","4032","806962862","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/19/46/ae/caption.jpg","2268","1792","806962861","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/19/46/ad/caption.jpg","1008","4032","806962860","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/19/46/ac/caption.jpg","2268","4032","806962859","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/19/46/ab/caption.jpg","2268","4032","806962858","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/19/46/aa/caption.jpg","2268","4032","806962857","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/19/46/a9/caption.jpg","2268","4032","806962856","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/19/46/a8/caption.jpg","2268","4032","806962855","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/19/46/a7/caption.jpg","2268","4032","806962854","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/19/46/a6/caption.jpg","2268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goyambokka Estate., Tangalle 82200 Sri Lanka","Tangalle","Sri Lanka","82200",,"Goyambokka Estate.",,"8116054","6.012489","Tangalle, Southern Province","80.78387","Anantara Peace Haven Tangalle Resort","4966","4.8","24","46","76","412","4408","https://www.tripadvisor.com/Hotel_Review-g304142-d8116054-Reviews-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html","http://www.anantara.com/en/peace-haven-tangalle","2025-06-07","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","A massive property with a lovely beach spread across. Lots of complementary stuff offered by the hotel with a kids and teen club and a library. Would recommend a stay of 3 nights to explore the property. Thisari our host during our stay has been wonderful in providing all her support and has always been available on calls and messages.","A paradise!","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304142-d8116054-r1011588472-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html",,"1200","452392029","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg","1200","0","2","www.tripadvisor.com/Profile/gloreeng2023","Gloreen G","0128F63A571BC94C5E4630A0E2DD3C7E",,,,,"gloreeng2023"
"0","1011494232","en","8116054",,"General Manager","1011728610","en","2025-06-08","Erik  Billgren","Dear Hemanga J,
Ayubowan from Anantara Tangalle, Sri Lanka! 
Thank you so much for your wonderful review of our resort in Sri Lanka.
We're thrilled to hear that you and your wife had such a fantastic stay in one of our Private Villas with a plunge pool and ocean view. It’s great to know that you enjoyed the comfort of your villa, our culinary offerings, and the range of activities available during your time with us.
Most of all, your kind words about our team and the personal touches they provided truly mean a lot to us. We'll be sure to share your compliments with everyone involved.
We would be delighted to welcome you back to Anantara Peace Haven Tangalle in Sri Lanka for another memorable escape to paradise.
Kind regards, 
Erik Billgren – General Manager 
","2048","806862245","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/17/bd/a5/caption.jpg","1638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goyambokka Estate., Tangalle 82200 Sri Lanka","Tangalle","Sri Lanka","82200",,"Goyambokka Estate.",,"8116054","6.012489","Tangalle, Southern Province","80.78387","Anantara Peace Haven Tangalle Resort","4966","4.8","24","46","76","412","4408","https://www.tripadvisor.com/Hotel_Review-g304142-d8116054-Reviews-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html","http://www.anantara.com/en/peace-haven-tangalle","2025-06-07","MOBILE","5",,,,,,,,,,,,,,"My wife and I stayed in a Private Villa with a plunge pool overlooking the ocean. The room was well appointed with everything we needed. The food was fantastic and the staff were excellent and added a personal touch to our stay. There were plenty of activities on and around the property. Highly recommended!!","Fantastic Stay!! Highly Recommended!!","2024-07","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304142-d8116054-r1011494232-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html",,,,,,"0","52","www.tripadvisor.com/Profile/hemangaj2022","H J","D601521B45E5F75D840E9750B6B9963A",,,,,"hemangaj2022"
"0","1011241751","en","8116054",,"General Manager","1011288887","en","2025-06-05","Erik  Billgren","Dear Scenic55674453900,
Ayubowan from Anantara Tangalle, Sri Lanka! 
Thank you for taking the time to share your kind words following your recent stay with us at Our resort in Sri Lanka.
We’re delighted to hear that you had an enjoyable and relaxing four-day stay, and that our team made a positive impression. Geeth from Journeys will be especially pleased to know his attentive and polite service made your breakfast experiences memorable. We’ll be sure to share your appreciation with him.
It’s also wonderful to hear that your Beach Villa stay was enhanced by the excellent housekeeping team. Your compliments will certainly motivate them further.
We look forward to welcoming you back to Anantara Peace Haven Tangalle in Sri Lanka for another unforgettable escape in the near future.
Kind regards, 
Erik Billgren – General Manager 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goyambokka Estate., Tangalle 82200 Sri Lanka","Tangalle","Sri Lanka","82200",,"Goyambokka Estate.",,"8116054","6.012489","Tangalle, Southern Province","80.78387","Anantara Peace Haven Tangalle Resort","4966","4.8","24","46","76","412","4408","https://www.tripadvisor.com/Hotel_Review-g304142-d8116054-Reviews-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html","http://www.anantara.com/en/peace-haven-tangalle","2025-06-05","MOBILE","5",,,,,,,,,,,,,,"Excellent service by Geet in Journeys restaurant. He was very attentive and polite during our breakfast time. We stayed in Beach villa 610 and our room service was exceptional by the house keeping boys. Special thanks to them. Pool was enjoyable and we had great time for 4 days","Service 👌🏻👌🏻","2025-05","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304142-d8116054-r1011241751-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html",,"1200","452386713","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg","1200","0","1","www.tripadvisor.com/Profile/Scenic55674453900","suchi17r","DE1DA62894FB29A48710D86EB73DA4A5",,,,,"Scenic55674453900"
"0","1010919430","en","8116054",,"General Manager","1011159518","en","2025-06-04","Erik  Billgren","Dear Paradise47353303568,
Ayubowan from Anantara Tangalle, Sri Lanka! 
Thank you for choosing our resort in Sri Lanka for such a special and unforgettable moment in your life. It’s truly an honour to have played a part in your proposal, and we are thrilled to hear it was everything you hoped for—and more.
We’re so pleased that the custom Indian vegetarian menu delighted you, and that your Beach Pool Villa stay, complete with the care and attention of your personal butler Tharanga, made the experience even more meaningful. We’ll be sure to pass along your kind words to him—he’ll be delighted to know he made a lasting impression once again.
Congratulations on your engagement! We look forward to welcoming you both back to Anantara Peace Haven Tangalle in Sri Lanka to create even more beautiful memories together.
Kind regards, 
Erik Billgren – General Manager 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goyambokka Estate., Tangalle 82200 Sri Lanka","Tangalle","Sri Lanka","82200",,"Goyambokka Estate.",,"8116054","6.012489","Tangalle, Southern Province","80.78387","Anantara Peace Haven Tangalle Resort","4966","4.8","24","46","76","412","4408","https://www.tripadvisor.com/Hotel_Review-g304142-d8116054-Reviews-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html","http://www.anantara.com/en/peace-haven-tangalle","2025-06-03","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","This was my second visit to Anantara Peace Haven and this time, stayed with my girlfriend who I wanted to propose to. Anantara were really helpful when it came to organising the beach proposal, they really went out of the way to help cater to our dietary requirements and came up with a lovely custom Indian Vegetarian Menu. It was honestly some of the most delicious food I've tasted with regards to this cuisine. We stayed at the Beach Pool Villa and were given our own Personal Butler (Tharanga), who I already knew from my previous visit. Tharanga was always helpful and such a gentlemen, he would always try to accommodate to all our requests or find the best alternative solution. The beach proposal was organised so perfectly and it all went to plan. Will definitely be returning again for sure.","Proposal At Anantara Peace Haven","2024-12","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304142-d8116054-r1010919430-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html",,"1200","452387885","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg","1200","0","3","www.tripadvisor.com/Profile/Paradise47353303568","Paradise47353303568","6A5F01A07CBD973FA08458FF20E0BBA9",,,,,"Paradise47353303568"
"1","1010097821","en","8116054",,"General Manager","1010225315","en","2025-05-29","Erik  Billgren","Dear 805milek,
Ayubowan from Anantara Tangalle, Sri Lanka!
Thank you so much for your heart-warming review!
We are truly delighted to hear that your experience at our resort in Sri Lanka felt like a “Haven on earth.” It’s wonderful to know that the food, cleanliness, and especially the warm hospitality from our team—including Madhavee and your personal host Rasith—made such a lasting impression.
We’re equally thrilled that you enjoyed the unique wildlife around the property—it’s one of the special charms of our peaceful setting.
We can’t wait to welcome you back to Anantara Peace Haven Tangalle in Sri Lanka for another unforgettable stay!
Kind regards, 
Erik Billgren – General Manager 
","3024","805361495","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/00/d7/57/caption.jpg","4032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goyambokka Estate., Tangalle 82200 Sri Lanka","Tangalle","Sri Lanka","82200",,"Goyambokka Estate.",,"8116054","6.012489","Tangalle, Southern Province","80.78387","Anantara Peace Haven Tangalle Resort","4966","4.8","24","46","76","412","4408","https://www.tripadvisor.com/Hotel_Review-g304142-d8116054-Reviews-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html","http://www.anantara.com/en/peace-haven-tangalle","2025-05-28","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","One of the best hotels that we have ever been. The food, the staff, Ms Madhavee, especially our host Rashith were exceptional. Especially wild life of animals on the property was stunning. The property cleanness was amazing. Looking forward to coming back to Anantara!","Haven on earth","2025-02","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304142-d8116054-r1010097821-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html",,"1200","452386713","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg","1200","0","1","www.tripadvisor.com/Profile/805milek","Mile K","027D8EAB4569CF1DF7C6BDA74547B561",,,,,"805milek"
"1","1009023402","en","8116054",,"General Manager","1009216696","en","2025-05-25","Erik  Billgren","Dear Shaun E,
Ayubowan from Anantara Tangalle, Sri Lanka! 
Thank you for taking the time to share your experience with us. We are so pleased to hear that your stay at our resort in Sri Lanka was peaceful and memorable.
It’s wonderful to know you enjoyed the warm welcome, your Ocean View room, and the culinary experiences—especially the views from our Italian restaurant during happy hour. We're also glad we could assist with your early morning safari and departure, and that you appreciated the variety at breakfast, including the traditional string hoppers.
We truly look forward to welcoming you back to our beautiful corner of Sri Lanka at Anantara Peace Haven Tangalle.
Kind regards, 
Erik Billgren – General Manager 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goyambokka Estate., Tangalle 82200 Sri Lanka","Tangalle","Sri Lanka","82200",,"Goyambokka Estate.",,"8116054","6.012489","Tangalle, Southern Province","80.78387","Anantara Peace Haven Tangalle Resort","4966","4.8","24","46","76","412","4408","https://www.tripadvisor.com/Hotel_Review-g304142-d8116054-Reviews-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html","http://www.anantara.com/en/peace-haven-tangalle","2025-05-24","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Stayed for 4 night in May. Nice welcome from Drummers and local song from the ladies inside.
Great Ocean View room. All restaurants were good, especially the view from the Italian resturant at happy hour overlooking the Hotel and Beach. Hotel arranged early morning breakfast for Yala Safari and departure
Nice string hoppers ad plenty of choice at breakfast. A beautiful location we'll definitely be back
","A peaceful stay.","2025-05","NONE","https://www.tripadvisor.com/ShowUserReviews-g304142-d8116054-r1009023402-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html",,"1200","452360110","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg","1200","7","29","www.tripadvisor.com/Profile/Shaun536","Shaun536","FCA7FFA441B04AF5C8D8C782EB51CBA4",,"295424","Dubai, United Arab Emirates","Dubai","Shaun536"
"0","1008965922","en","8116054",,"General Manager","1009216684","en","2025-05-25","Erik  Billgren","Dear 550lilyf,
Ayubowan from Anantara Tangalle, Sri Lanka! 
Thank you for your kind words and for choosing Our resort as your retreat in Sri Lanka. We’re delighted to hear that you found our resort to be a wonderful place to relax and reconnect with nature.
It’s especially lovely to know that you enjoyed our complimentary yoga sessions and first-class gym facilities—wellness is a key part of the Anantara experience, and we’re glad it resonated with you.
We hope to welcome you back to Anantara Peace Haven Tangalle in Sri Lanka soon for another peaceful escape.
Kind regards, 
Erik Billgren – General Manager 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goyambokka Estate., Tangalle 82200 Sri Lanka","Tangalle","Sri Lanka","82200",,"Goyambokka Estate.",,"8116054","6.012489","Tangalle, Southern Province","80.78387","Anantara Peace Haven Tangalle Resort","4966","4.8","24","46","76","412","4408","https://www.tripadvisor.com/Hotel_Review-g304142-d8116054-Reviews-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html","http://www.anantara.com/en/peace-haven-tangalle","2025-05-24","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","A wonderful place to relax and enjoy an unspoilt part of Srilanka. An extra mention of the free Yoga classes, truly great for body and soul.
Also the gym was first class, as indeed was everything!","Retreat at Anantara Tangalle","2025-05","NONE","https://www.tripadvisor.com/ShowUserReviews-g304142-d8116054-r1008965922-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html",,"1200","452391546","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg","1200","0","6","www.tripadvisor.com/Profile/550lilyf","550lilyf","6787AF1D0268E0690972C2F8DBBF7361",,,,,"550lilyf"
"0","1008921138","en","8116054",,"General Manager","1009216671","en","2025-05-25","Erik  Billgren","Dear nkirank2025,
Ayubowan from Anantara Tangalle, Sri Lanka! 
Thank you for taking the time to share your wonderful feedback of our resort in Sri Lanka. We’re thrilled to know you had a fantastic stay and enjoyed the high-quality service, well-maintained facilities, delicious food, and relaxing spa experience.
It’s always a pleasure to hear that our team’s dedication to hospitality made your time with family and friends so memorable. Your kind recommendation means the world to us.
We hope to welcome you all back to Anantara Peace Haven Tangalle in Sri Lanka again soon for another enjoyable stay.
Kind regards, 
Erik Billgren – General Manager 
","5712","804510706","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/f3/db/f2/caption.jpg","4284","5712","804510707","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/f3/db/f3/caption.jpg","4284","4032","804510708","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/f3/db/f4/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goyambokka Estate., Tangalle 82200 Sri Lanka","Tangalle","Sri Lanka","82200",,"Goyambokka Estate.",,"8116054","6.012489","Tangalle, Southern Province","80.78387","Anantara Peace Haven Tangalle Resort","4966","4.8","24","46","76","412","4408","https://www.tripadvisor.com/Hotel_Review-g304142-d8116054-Reviews-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html","http://www.anantara.com/en/peace-haven-tangalle","2025-05-23","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","4","Sleep Quality","4","It was fantastic stay, high quality stay and excellent service by the staff, staff to much co operative with guests, food quality too good, well maintained , spa quality good , totally enjoyed lots with family and friends.advice to family and friends to visit.","Too good","2025-05","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304142-d8116054-r1008921138-Anantara_Peace_Haven_Tangalle_Resort-Tangalle_Southern_Province.html",,"1200","452391546","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg","1200","0","1","www.tripadvisor.com/Profile/nkirank2025"," n kiran k","D48CC9276B532C4709969C9EE8C05724",,,,,"nkirank2025"
