"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","photos/27/height","photos/27/id","photos/27/image","photos/27/width","photos/28/height","photos/28/id","photos/28/image","photos/28/width","photos/29/height","photos/29/id","photos/29/image","photos/29/width","photos/30/height","photos/30/id","photos/30/image","photos/30/width","photos/31/height","photos/31/id","photos/31/image","photos/31/width","photos/32/height","photos/32/id","photos/32/image","photos/32/width","photos/33/height","photos/33/id","photos/33/image","photos/33/width","photos/34/height","photos/34/id","photos/34/image","photos/34/width","photos/35/height","photos/35/id","photos/35/image","photos/35/width","photos/36/height","photos/36/id","photos/36/image","photos/36/width","photos/37/height","photos/37/id","photos/37/image","photos/37/width","photos/38/height","photos/38/id","photos/38/image","photos/38/width","photos/39/height","photos/39/id","photos/39/image","photos/39/width","photos/40/height","photos/40/id","photos/40/image","photos/40/width","photos/41/height","photos/41/id","photos/41/image","photos/41/width","photos/42/height","photos/42/id","photos/42/image","photos/42/width","photos/43/height","photos/43/id","photos/43/image","photos/43/width","photos/44/height","photos/44/id","photos/44/image","photos/44/width","photos/45/height","photos/45/id","photos/45/image","photos/45/width","photos/46/height","photos/46/id","photos/46/image","photos/46/width","photos/47/height","photos/47/id","photos/47/image","photos/47/width","photos/48/height","photos/48/id","photos/48/image","photos/48/width","photos/49/height","photos/49/id","photos/49/image","photos/49/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user/avatar","user/avatar/height","user/avatar/id","user/avatar/image","user/avatar/width","user/contributions/helpfulVotes","user/contributions/totalContributions","user/link","user/name","user/userId","user/userLocation","user/userLocation/id","user/userLocation/name","user/userLocation/shortName","user/username"
"0","947360680","en","14267789",,"General Manager","949282527","en","2024-05-03","Sumeda Yasaratne","Dear Valued Guests,
Greetings from all of us here at Aarunya Resort!

Thank you for sharing your feedback following your recent stay. We're thrilled to hear that you had a wonderful experience, particularly appreciating our offerings, attentive service, and dedicated staff. Your kind words inspire us to continue delivering exceptional experiences.

We can't wait to welcome you back for another memorable stay. Should you need any assistance with future bookings or have any further feedback to share, please do not hesitate to reach out to us directly.

Warm regards,
Sumeda Yasaratne
General Manager
","4032","736549105","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/e6/d8/f1/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Malgamandeniya Road Alawatugoda, Kandy, Kandy 20140 Sri Lanka","Kandy","Sri Lanka","20140",,"100 Malgamandeniya Road","Alawatugoda, Kandy","14267789","7.408523","Kandy, Kandy District, Central Province","80.619225","Aarunya Nature Resort - Sri Lanka","274","4.8","7","1","6","14","246","https://www.tripadvisor.com/Hotel_Review-g304138-d14267789-Reviews-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html","http://www.aarunyaresort.com","2024-04-18","OTHER","5","Avoid days where celebrations take place as it gets really loud at night ","Value","4","Rooms","5","Location","4","Cleanliness","5","Service","5","Sleep Quality","4","Amazing stay with spectacular views. Everything was perfect. We had everything we needed in the room, breakfast was nice, staff were friendly and caring. The only thing is that the bathtub water flow is very slow and we ran out of hot water in the bathroom at some point. A heater added to the private pool  would make it better","Amazing view and service","2024-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304138-d14267789-r947360680-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html",,"1200","452389492","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg","1200","0","1","www.tripadvisor.com/Profile/imtithala2024","Imtithal A","2AE91A986F33E6A02B46D78C2F842CA6",,,,,"imtithala2024"
"0","995204992","en","9981243",,"Marketing","996830681","en","2025-03-05","Sakuni Wisanperuma","Dear Guest,

Thank you so much for your thoughtful review! We’re thrilled to hear that you felt at home during your stay at Fort Bazaar. It’s wonderful to know that the staff, food, and eco-friendly touches like the non-plastic toothbrushes made your experience special. 

We’re also so happy you enjoyed the Galle Fort Walking Tour with Tharanga and we’re glad you had such an insightful time. We’d love to welcome you back for another homely and memorable stay.

Sincerely,

Sakuni Wisanperuma 

","4096","788774911","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/03/bf/ff/caption.jpg","3072","4096","788774912","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/03/c0/00/caption.jpg","3072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26 Church Street, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"26 Church Street",,"9981243","6.026914","Galle, Galle District, Southern Province","80.21762","Fort Bazaar","677","4.8","1","6","17","104","549","https://www.tripadvisor.com/Hotel_Review-g297896-d9981243-Reviews-Fort_Bazaar-Galle_Galle_District_Southern_Province.html","http://teardrop-hotels.com/fort-bazaar/","2025-02-23","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","The hotel has a lovely homely feel to it. Staff is very hospitable and attentive. Lovely food with nice vegan options for me. I don't drink but a bar is right here for those who like cocktails..
Rooms are very comfortable with really nice, soft linen and pillows. I also appreciate that they give us non-plastic toothbrushes here. 
 The hotel also arranged a walking tour with Mr.Tharanga who was a great tour guide. I highly recommend him as he has great knowledge of history and Galle's heritage. He took us on a lovely tour that covered the scenic architecture nearby and landmark places like the Victoria Villa church, the law court premises and other important heritage buildings.","Homely, lovely stay","2025-02","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297896-d9981243-r995204992-Fort_Bazaar-Galle_Galle_District_Southern_Province.html",,"1200","452386713","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg","1200","5","31","www.tripadvisor.com/Profile/Cooliogal","Cooliogal","E7D7762786D12987814DA6901D2419D3",,"304556","Chennai (Madras), India","Chennai (Madras)","Cooliogal"
"1","995091118","en","9981243",,"Marketing","996830573","en","2025-03-05","Sakuni Wisanperuma","Dear Jeremy,

Thank you for your wonderful review! We’re delighted to hear that your stay at Fort Bazaar was such a joyous and memorable experience. It’s lovely to know that you felt right at home, from the beautifully restored surroundings to the warm hospitality of our team. 

We’ll be sure to pass along your kind words to Indika—he’ll be so pleased to hear them! We’re thrilled that you enjoyed the delicious food and the tranquility of the pool. We’d love to welcome you back for another special stay in Galle! 

Sincerely,

Sakuni Wisanperuma 

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26 Church Street, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"26 Church Street",,"9981243","6.026914","Galle, Galle District, Southern Province","80.21762","Fort Bazaar","677","4.8","1","6","17","104","549","https://www.tripadvisor.com/Hotel_Review-g297896-d9981243-Reviews-Fort_Bazaar-Galle_Galle_District_Southern_Province.html","http://teardrop-hotels.com/fort-bazaar/","2025-02-23","MOBILE","5",,,,,,,,,,,,,,"A beautiful hotel lovingly restored 
We spent three joyous nights at this stunning hotel. We had an upper suite room which was simply amazing. 
All the staff were incredibly helpful kind and always smiling. It was a real home from home. 
Having the swimming pool was such a treat and what a beautiful pool it is. The pool attendant Indika was really attentive and looked after us 
The food in restaurant is delicious and quite honestly I can think of nothing negative at all 
It’s a great great hotel and I feel lucky to have stayed there","A special place in Galle.","2025-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297896-d9981243-r995091118-Fort_Bazaar-Galle_Galle_District_Southern_Province.html",,"1200","452391352","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg","1200","9","24","www.tripadvisor.com/Profile/solicitorjeremy","solicitorjeremy","7F888E70D3B95DA65BE46FC6CB26541D",,"186338","London, United Kingdom","London","solicitorjeremy"
"0","994677979","en","9981243",,"Marketing","994787510","en","2025-02-20","Sakuni Wisanperuma","Dear Guest,

Thank you for your wonderful review! We’re so happy you loved your time at Fort Bazaar—it’s always a pleasure to make our guests feel at home. Our team will be delighted to hear that their warm hospitality made your stay special! It’s great to know you enjoyed the breakfasts, afternoon treats, and, of course, our infamous gin during Social Hour! 

 The history walk is a fantastic way to experience Galle, and we’re thrilled you found it worthwhile. We truly appreciate your kind words and hope to welcome you back for another first-class stay soon! 

Sincerely,

Sakuni Wisanperuma

","2048","787436178","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/ef/52/92/caption.jpg","1536","2048","787436179","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/ef/52/93/caption.jpg","1536","2048","787436180","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/ef/52/94/caption.jpg","1536","2048","787436181","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/ef/52/95/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26 Church Street, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"26 Church Street",,"9981243","6.026914","Galle, Galle District, Southern Province","80.21762","Fort Bazaar","677","4.8","1","6","17","104","549","https://www.tripadvisor.com/Hotel_Review-g297896-d9981243-Reviews-Fort_Bazaar-Galle_Galle_District_Southern_Province.html","http://teardrop-hotels.com/fort-bazaar/","2025-02-19","MOBILE","5","Not really one for kids . Definitely one for friends and romance",,,,,,,,,,,,,"A little gem of a hotel in beautiful Galle . Only 18 rooms so it feels very personal . The staff make this hotel so wonderful always smiling and helpful . The breakfasts In particular are outstanding . Loved the coffee and cake in the afternoon and social hour every evening . Be careful of the gin 😂 fabulous to have a pool to cool down in the town of Galle . Loved the hotel arranged history walk which gave a great sense of the town . 
Thanks to all . Our stay was first class","A little gem in Gallle","2025-02","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g297896-d9981243-r994677979-Fort_Bazaar-Galle_Galle_District_Southern_Province.html",,"1200","452390771","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg","1200","82","83","www.tripadvisor.com/Profile/MrsOknows","MrsOknows","8EF9251055DB2DA72D140749715B8203",,,,,"MrsOknows"
"0","994540380","en","9981243",,"Marketing","994787137","en","2025-02-20","Sakuni Wisanperuma","Dear Jonathan,

Thank you for your lovely review! We're so happy to hear that you enjoyed your stay at Fort Bazaar and felt so well taken care of by our team. It’s wonderful that you loved the design, the delicious food, and the little touches like afternoon tea. 

Being right in the heart of Galle Fort does make it easy to explore, and we’re glad you had the perfect balance of adventure and relaxation. We’d love to welcome you back for another unforgettable stay! 

Sincerely,

Sakuni Wisanperuma

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26 Church Street, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"26 Church Street",,"9981243","6.026914","Galle, Galle District, Southern Province","80.21762","Fort Bazaar","677","4.8","1","6","17","104","549","https://www.tripadvisor.com/Hotel_Review-g297896-d9981243-Reviews-Fort_Bazaar-Galle_Galle_District_Southern_Province.html","http://teardrop-hotels.com/fort-bazaar/","2025-02-18","MOBILE","5","Good public spaces in the hotel to sit and chill",,,,,,,,,,,,,"Fabulous hotel, staff were super friendly and helpful from the moment we walked in to the moment we left. Design of the rooms and the hotel overall was great, rooms were spacious, clean and well air conditioned. Food at breakfast and in the evening was excellent and the complimentary afternoon tea was a delight. Swimming pool was extremely well maintained and the staff on duty there were extremely attentive. Right in the centre of Galle so you can step out the front door into all the great things to do there and then step back into the hotel when you are ready to relax and chill.","Haven in the centre of Galle Fort","2025-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297896-d9981243-r994540380-Fort_Bazaar-Galle_Galle_District_Southern_Province.html",,"830","75925945","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/86/89/b9/jon-t.jpg","1248","118","201","www.tripadvisor.com/Profile/NorthShieldsBoy","NorthShieldsBoy","DD08608FAEBB302A39BF028A5214C1CA",,"1514175","Pewsey, United Kingdom","Pewsey","NorthShieldsBoy"
"1","994119341","en","9981243",,"Marketing","994536028","en","2025-02-18","Sakuni Wisanperuma","Dear Jagger,

Thank you for your wonderful review! We’re absolutely delighted that you found Fort Bazaar to be the perfect hotel. From the charm of the building to the warm hospitality of our team, it’s lovely to know that every detail contributed to your experience.

We’ll certainly take note of your feedback about the pool temperature to ensure every aspect of our guests' stay is just right.

We’d love to welcome you back for another relaxing escape in the heart of Galle Fort.

Sincerely,

Sakuni Wisanperuma

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26 Church Street, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"26 Church Street",,"9981243","6.026914","Galle, Galle District, Southern Province","80.21762","Fort Bazaar","677","4.8","1","6","17","104","549","https://www.tripadvisor.com/Hotel_Review-g297896-d9981243-Reviews-Fort_Bazaar-Galle_Galle_District_Southern_Province.html","http://teardrop-hotels.com/fort-bazaar/","2025-02-15","MOBILE","5",,,,,,,,,,,,,,"This is the perfect hotel , one of the best we ever had. The building is superb, the service is top class as well as the decoration 
The food is very good, the swimming pool is nice (water a bit too warm ) 
All the personnel is polite and diligent 
Our bedroom was large and calm","The perfect hotel","2025-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297896-d9981243-r994119341-Fort_Bazaar-Galle_Galle_District_Southern_Province.html",,"1200","452391513","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg","1200","0","8","www.tripadvisor.com/Profile/jaggerParis","jaggerParis","1B53075E9F61918A84F1B227BE43A46C",,"187221","Cannes, France","Cannes","jaggerParis"
"1","992826192","en","9981243",,"Marketing","992956785","en","2025-02-10","Sakuni Wisanperuma","Dear Guest,

Thank you for your wonderful review! We’re delighted that you enjoyed every aspect of your stay, from the thoughtful details to the heritage charm of Fort Bazaar. It’s fantastic to hear that Sugath’s Sri Lankan cuisine and the Galle Fort Walking Tour made your experience even more special. The entire team will be so pleased to know they made a difference. 

We can’t wait to welcome you back on your next visit to Sri Lanka! 

Sincerely,

Sakuni Wisanperuma 

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26 Church Street, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"26 Church Street",,"9981243","6.026914","Galle, Galle District, Southern Province","80.21762","Fort Bazaar","677","4.8","1","6","17","104","549","https://www.tripadvisor.com/Hotel_Review-g297896-d9981243-Reviews-Fort_Bazaar-Galle_Galle_District_Southern_Province.html","http://teardrop-hotels.com/fort-bazaar/","2025-02-09","MOBILE","5","Take advantage of the 7am tour",,,,,,,,,,,,,"This place is seamless and standards are absolutely as expected from a property of this calibre. The rooms and common areas are immaculate and put together beautifully. Thoughtful details such as complimentary afternoon tea, happy hour in the bar and a la carte breakfast makes this place a cut above. 

The pool area is a tasteful, calm and immaculate oasis in the middle of the bustling fort. Staff are top notch, fluent English speakers and aware of the customer service needs of their clientele. The property itself is stunning and carefully restored with original features throughout in keeping with the heritage regulations of the fort. 

There is also a free guided tour/heritage walk of the fort with an expert archaeologist who has worked with planning permissions and renovating many of the buildings in recent years. It was a pleasure speaking with him and learning more about the unesco site. 

Sugath the head chef came to speak with me personally when I requested more local Sri Lankan cuisine and made me an exquisite bespoke lunch which was the absolute highlight of my trip. Avi and Lihini also went above and beyond to ensure we had our comforts met. Thank you all! 

We very much look forward to returning here on our next visit to Sri Lanka.","Best hotel in The Fort","2025-02","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297896-d9981243-r992826192-Fort_Bazaar-Galle_Galle_District_Southern_Province.html",,"450","435064601","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/ee/8f/19/caption.jpg","450","127","570","www.tripadvisor.com/Profile/Lolatoldme","Lolatoldme","AC0285925FA6BFDB09B1395AC4812BE5",,"186338","London, United Kingdom","London","Lolatoldme"
"1","992773315","en","9981243",,"Marketing","992956675","en","2025-02-10","Sakuni Wisanperuma","Dear Carol,

Thank you for your lovely review! We’re so pleased you enjoyed your stay at Fort Bazaar and made the most of its central location, the new pool, and our social hour (which is always a hit with our guests)! 

It’s wonderful to hear that Tharanga’s walking tour added to your experience—Galle Fort truly is a special place to explore. We’d love to welcome you back for another stay whenever you return to Sri Lanka! 

Sincerely,

Sakuni Wisanperuma 

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26 Church Street, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"26 Church Street",,"9981243","6.026914","Galle, Galle District, Southern Province","80.21762","Fort Bazaar","677","4.8","1","6","17","104","549","https://www.tripadvisor.com/Hotel_Review-g297896-d9981243-Reviews-Fort_Bazaar-Galle_Galle_District_Southern_Province.html","http://teardrop-hotels.com/fort-bazaar/","2025-02-09","MOBILE","5",,,,,,,,,,,,,,"My husband and I stayed at Fort Bazaar for 3 nights during our trip to Sri Lanka. What a gem-of a hotel perfectly located in the town of Galle. We stayed in a Banyan Bedroom which was spacious and well equipped with a small balcony with seating. The newly opened pool is a great addition to the hotel and the perfect place to relax. All staff were friendly and helpful. Food at dinner and breakfast was delicious with plenty of choice. Social hour at 5pm is great time to enjoy complimentary G&T’s, wine, beer,cocktails etc. We joined a 7am walking tour of Galle Fort with Tharanga, a heritage guide, which was both enjoyable and informative. Galle is a fabulous town with lots to see/do with numerous shops, restaurants and sights. We would certainly recommend staying here and wouldn’t hesitate to stay again should we ever revisit Galle.","A Gem Located in the town of Galle","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297896-d9981243-r992773315-Fort_Bazaar-Galle_Galle_District_Southern_Province.html",,"2048","677873944","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/67/89/18/caption.jpg","2046","1","20","www.tripadvisor.com/Profile/carol2101","Carol2101","9A55CD5434829951C795E639F98FE5AD",,"612466","Ingatestone, United Kingdom","Ingatestone","carol2101"
"0","990080940","en","9981243",,"Marketing","990231559","en","2025-01-22","Sakuni Wisanperuma","Dear Guest,

Thank you for your thoughtful review! We’re delighted you enjoyed your stay at Fort Bazaar, from the beautiful room to our daily Social Hour and our in-house restaurant — Church Street Social. Your kind words about our staff mean so much – we’ll be sure to share them with the team. 

Thank you for also recommending the Fort tour — it’s a guest favorite! We hope to welcome you back soon.

Sincerely,

Sakuni Wisanperuma ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26 Church Street, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"26 Church Street",,"9981243","6.026914","Galle, Galle District, Southern Province","80.21762","Fort Bazaar","677","4.8","1","6","17","104","549","https://www.tripadvisor.com/Hotel_Review-g297896-d9981243-Reviews-Fort_Bazaar-Galle_Galle_District_Southern_Province.html","http://teardrop-hotels.com/fort-bazaar/","2025-01-21","OTHER","5","The spa hours are somewhat unpredictable, so worth booking any visits desired on arrival","Value","4","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","This is a wonderful little hotel: beautiful room (opening onto the courtyard), lovely common areas, generous happy hour, good restaurant (lacking only extensive vegetarian Sri Lankan options, though what there is is delicious), and above all exceptional service. I can't say enough in praise of all the staff we met, and how well they took care of us. And I recommend the 7am tour of the Fort!","Lovely hotel, Fabulous service","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297896-d9981243-r990080940-Fort_Bazaar-Galle_Galle_District_Southern_Province.html",,"1200","452389741","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg","1200","4","9","www.tripadvisor.com/Profile/JCQ44","JCQ44","65AA1845F1173359D200CB2D41C2DBD5",,"186361","Oxford, United Kingdom","Oxford","JCQ44"
"0","989912608","en","9981243",,"Marketing","990231387","en","2025-01-22","Sakuni Wisanperuma","Dear Julie,

Thank you for your lovely review! We're so glad you enjoyed your stay at Fort Bazaar and loved the central location, rooms, and our new swimming pool. It’s wonderful to hear you had such a great experience with our food and service. We’d be delighted to welcome you back — should you find yourself in the Fort again.

SIncerely,

Sakuni Wisanperuma ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26 Church Street, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"26 Church Street",,"9981243","6.026914","Galle, Galle District, Southern Province","80.21762","Fort Bazaar","677","4.8","1","6","17","104","549","https://www.tripadvisor.com/Hotel_Review-g297896-d9981243-Reviews-Fort_Bazaar-Galle_Galle_District_Southern_Province.html","http://teardrop-hotels.com/fort-bazaar/","2025-01-20","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Perfect small hotel in the centre of Galle Fort, everything within walking distance - lovely rooms, restaurant, bar and staff.  The new swimming pool was gorgeous.  The food and service in the restaurant for breakfast and dinner was outstanding.","Great play to stay in Galle.","2024-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297896-d9981243-r989912608-Fort_Bazaar-Galle_Galle_District_Southern_Province.html",,"1200","452391908","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg","1200","0","3","www.tripadvisor.com/Profile/julie812","Julie A","00B67CC4C68701AF72C62C4FC02C8F78",,"186416","Ascot, United Kingdom","Ascot","julie812"
