"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user/avatar","user/avatar/height","user/avatar/id","user/avatar/image","user/avatar/width","user/contributions/helpfulVotes","user/contributions/totalContributions","user/link","user/name","user/userId","user/userLocation","user/userLocation/id","user/userLocation/name","user/userLocation/shortName","user/username"
"0","1011433587","en","15292088",,"Guest Services / Front Office","1011740813","en","2025-06-08","Guest Realations","Dear Valued Guest,

Thank you for your wonderful feedback!

We’re delighted to hear you had an amazing stay with us and that you enjoyed the complimentary upgrade to our Ocean View room. It’s always a pleasure to know our team’s efforts made your visit extra special. We’re also glad you enjoyed the variety and taste of our cuisine.

We look forward to welcoming you back for another memorable experience at Cinnamon Bentota Beach.

Warm regards,
Lakmi Lakshika
Manager – Guest Services
Cinnamon Bentota Beach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galle Rd Colombo-Galle-Hambantota-Wellawaya Highway, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Galle Rd","Colombo-Galle-Hambantota-Wellawaya Highway","15292088","6.42454","Bentota, Galle District, Southern Province","79.99715","Cinnamon Bentota Beach - Signature Selection","1783","4.8","32","21","31","146","1553","https://www.tripadvisor.com/Hotel_Review-g297895-d15292088-Reviews-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Province.html","https://www.cinnamonhotels.com/cinnamonbentotabeach?utm_source=google&utm_medium=organic&utm_campaign=cinnamonbentotabeach&utm_term=gbp","2025-06-06","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","4","Service","5","Sleep Quality","5","In one word; AMAZING! Very friendly and helpful staffs. They upgraded our room to Ocean View room for free which was really nice and beautiful. The food was really tasteful and many options to choose. ","1 Night Stay at Cinnamon Bentota Beach - Ocean View Room","2025-06","NONE","https://www.tripadvisor.com/ShowUserReviews-g297895-d15292088-r1011433587-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Pro.html",,"1200","452389859","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg","1200","0","1","www.tripadvisor.com/Profile/sorooshsaberiyoun","sorooshsaberiyoun","9B9007C61734BB76E781302B123C0600",,"293999","Tehran, Iran","Tehran","sorooshsaberiyoun"
"0","1011302626","en","15292088",,"Guest Services / Front Office","1011433990","en","2025-06-06","Guest Realations","Dear Salil,

Thank you for your fantastic feedback!

We’re delighted to hear that you and your family had a great time at Cinnamon Bentota Beach. It's wonderful to know the kids enjoyed the play area and that our amenities and location added value to your stay.

We look forward to welcoming you all back for another memorable getaway!

Warm regards,
Lakmi Lakshika
Manager – Guest Services
Cinnamon Bentota Beach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galle Rd Colombo-Galle-Hambantota-Wellawaya Highway, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Galle Rd","Colombo-Galle-Hambantota-Wellawaya Highway","15292088","6.42454","Bentota, Galle District, Southern Province","79.99715","Cinnamon Bentota Beach - Signature Selection","1783","4.8","32","21","31","146","1553","https://www.tripadvisor.com/Hotel_Review-g297895-d15292088-Reviews-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Province.html","https://www.cinnamonhotels.com/cinnamonbentotabeach?utm_source=google&utm_medium=organic&utm_campaign=cinnamonbentotabeach&utm_term=gbp","2025-06-05","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","The resort has all amenities required.
The kids play area is awesome and keeps kids involved.
THey have private beach, kids pool, water sports and is in close proximity to all excursions.","Best Resort in Bentota","2025-06","NONE","https://www.tripadvisor.com/ShowUserReviews-g297895-d15292088-r1011302626-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Pro.html",,"1200","452386713","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg","1200","2","7","www.tripadvisor.com/Profile/SalilC33","Salil C","43AE136A7F7DCB51FECED3C18CE39EB7",,,,,"SalilC33"
"0","1011153506","en","15292088",,"Guest Services / Front Office","1011165572","en","2025-06-04","Guest Realations","Dear Valued Guest,

Thank you for taking the time to share your kind feedback!

We’re truly delighted to hear that you enjoyed the beautiful views, delicious food, and most importantly, the warm service provided by our team. It’s wonderful to know that Lasitha made such a lasting impression and made you feel like family—that’s exactly the kind of experience we aim to deliver.

We’ll be sure to pass on your heartfelt appreciation to him. We look forward to welcoming you back for another memorable stay at Cinnamon Bentota Beach!

Warm regards,
Lakmi Lakshika
Manager – Guest Services
Cinnamon Bentota Beach","2048","806476650","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/11/db/6a/caption.jpg","1536","1536","806476649","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/11/db/69/caption.jpg","2048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galle Rd Colombo-Galle-Hambantota-Wellawaya Highway, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Galle Rd","Colombo-Galle-Hambantota-Wellawaya Highway","15292088","6.42454","Bentota, Galle District, Southern Province","79.99715","Cinnamon Bentota Beach - Signature Selection","1783","4.8","32","21","31","146","1553","https://www.tripadvisor.com/Hotel_Review-g297895-d15292088-Reviews-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Province.html","https://www.cinnamonhotels.com/cinnamonbentotabeach?utm_source=google&utm_medium=organic&utm_campaign=cinnamonbentotabeach&utm_term=gbp","2025-06-04","MOBILE","5","This is so convenient. I don’t see any major issues",,,,,,,,,,,,,"It’s so nice nice food nice view nice people. I met an excellent service crew member who served me like I feel family. He was Lasitha (TR) by name . I will visit this place again if such humble and consumer oriented service is extended. I was really amazed by the personalized service ❤️❤️❤️","Stay in Bentota beach by Cinnoman","2025-06","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g297895-d15292088-r1011153506-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Pro.html",,"1200","452390504","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg","1200","2","17","www.tripadvisor.com/Profile/chathurangag2017","Chathuranga G","9425176DE0C536C85E3CD4A13A5C358C",,,,,"chathurangag2017"
"0","1011078402","en","15292088",,"Guest Services / Front Office","1011165384","en","2025-06-04","Guest Realations","Dear Mr. Roberts,

Thank you very much for your lovely feedback.

We’re delighted to hear that you enjoyed your stay with us—from the beautiful surroundings and comfortable room to the attentive service and superb food selection. Your recommendation means a great deal to us and is truly appreciated.

We hope to have the pleasure of welcoming you back to Cinnamon Bentota Beach on your next visit to Sri Lanka.

Warm regards,
Lakmi Lakshika
Manager – Guest Services
Cinnamon Bentota Beach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galle Rd Colombo-Galle-Hambantota-Wellawaya Highway, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Galle Rd","Colombo-Galle-Hambantota-Wellawaya Highway","15292088","6.42454","Bentota, Galle District, Southern Province","79.99715","Cinnamon Bentota Beach - Signature Selection","1783","4.8","32","21","31","146","1553","https://www.tripadvisor.com/Hotel_Review-g297895-d15292088-Reviews-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Province.html","https://www.cinnamonhotels.com/cinnamonbentotabeach?utm_source=google&utm_medium=organic&utm_campaign=cinnamonbentotabeach&utm_term=gbp","2025-06-04","OTHER","5",,"Value","4","Rooms","5","Location","4","Cleanliness","5","Service","5","Sleep Quality","5","Beautiful hotel, attentive staff, fabulous room ,and superb choice of food. Would recommend to anyone staying in this part of Sri Lanka","Duncan Roberts.  Newcastle upon Tyne.UK.","2025-05","NONE","https://www.tripadvisor.com/ShowUserReviews-g297895-d15292088-r1011078402-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Pro.html",,"1200","452390706","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg","1200","0","1","www.tripadvisor.com/Profile/Tour106338","Tour106338","E87F4E6081385885E25C0E7CD9DFEC36",,,,,"Tour106338"
"0","1010689120","en","15292088",,"Guest Services / Front Office","1010716393","en","2025-06-01","Guest Realations","Dear Valued Guest,

Thank you for your wonderful feedback. We’re delighted to hear that you enjoyed our facilities, food, and kids club, and that our service met your expectations. Your recommendation means a lot to us!

We look forward to welcoming you and your family again soon.

Warm regards,
Lakmi Lakshika
Manager – Guest Services
Cinnamon Bentota Beach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galle Rd Colombo-Galle-Hambantota-Wellawaya Highway, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Galle Rd","Colombo-Galle-Hambantota-Wellawaya Highway","15292088","6.42454","Bentota, Galle District, Southern Province","79.99715","Cinnamon Bentota Beach - Signature Selection","1783","4.8","32","21","31","146","1553","https://www.tripadvisor.com/Hotel_Review-g297895-d15292088-Reviews-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Province.html","https://www.cinnamonhotels.com/cinnamonbentotabeach?utm_source=google&utm_medium=organic&utm_campaign=cinnamonbentotabeach&utm_term=gbp","2025-06-01","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Excellent. Very good facilities and food. Kids club was great. Service was excellent. Would recommend.

","Family stay","2025-05","NONE","https://www.tripadvisor.com/ShowUserReviews-g297895-d15292088-r1010689120-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Pro.html",,"1200","452361217","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg","1200","0","1","www.tripadvisor.com/Profile/536samuelw","Samuel W","C09DC780946616B7C3778FC66FF47BA1",,"255068","Brisbane, Australia","Brisbane","536samuelw"
"0","1010563482","en","15292088",,"Guest Services / Front Office","1010716304","en","2025-06-01","Guest Realations","Dear Valued Guest,

Thank you for sharing your inspiring experience at Cinnamon Bentota Beach. We are delighted that Ms. Sanduni, Mr. Lahiru, and Mr. Viraj could make your visit informative and memorable. It’s wonderful to hear that your time with us enriched your architectural studies.

We truly appreciate your recommendation and hope to welcome you again in the near future!

Warm regards,
Lakmi Lakshika
Manager – Guest Services
Cinnamon Bentota Beach","4032","805870710","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/08/9c/76/caption.jpg","2268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galle Rd Colombo-Galle-Hambantota-Wellawaya Highway, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Galle Rd","Colombo-Galle-Hambantota-Wellawaya Highway","15292088","6.42454","Bentota, Galle District, Southern Province","79.99715","Cinnamon Bentota Beach - Signature Selection","1783","4.8","32","21","31","146","1553","https://www.tripadvisor.com/Hotel_Review-g297895-d15292088-Reviews-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Province.html","https://www.cinnamonhotels.com/cinnamonbentotabeach?utm_source=google&utm_medium=organic&utm_campaign=cinnamonbentotabeach&utm_term=gbp","2025-06-01","OTHER","5",,,,,,,,,,,,,,"We had an amazing experience at Cinnamon Bentota Beach as architecture students. A big thank you to Ms. Sanduni, Mr. Lahiru (Garden Manager), and Mr. Viraj (Assistant Chief Engineer) for their warm hospitality and detailed tour. They were incredibly kind, knowledgeable, and passionate. We learned so much and truly appreciated the time they took with us. Highly recommended!","An Inspiring Experience at Cinnamon Bentota Beach As a student","2025-06","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g297895-d15292088-r1010563482-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Pro.html",,,,,,"0","1","www.tripadvisor.com/Profile/196dinethb","dineth b","4550B5A4529C0ADEC6CED3F155E87431",,,,,"196dinethb"
"0","1010562763","en","15292088",,"Guest Services / Front Office","1010716216","en","2025-06-01","Guest Realations","Dear Valued Guest,

Thank you for sharing your wonderful experience at Cinnamon Bentota Beach. We are glad Sanduni, Lahiru, and Viraj made your tour enjoyable and informative. Your kind words inspire us to continue delivering exceptional service.

We look forward to welcoming you again soon!

Warm regards,
Lakmi Lakshika
Manager – Guest Services
Cinnamon Bentota Beach","1920","805869803","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/08/98/eb/caption.jpg","1080","1920","805869804","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/08/98/ec/caption.jpg","1080","4080","805869805","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/08/98/ed/caption.jpg","2296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galle Rd Colombo-Galle-Hambantota-Wellawaya Highway, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Galle Rd","Colombo-Galle-Hambantota-Wellawaya Highway","15292088","6.42454","Bentota, Galle District, Southern Province","79.99715","Cinnamon Bentota Beach - Signature Selection","1783","4.8","32","21","31","146","1553","https://www.tripadvisor.com/Hotel_Review-g297895-d15292088-Reviews-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Province.html","https://www.cinnamonhotels.com/cinnamonbentotabeach?utm_source=google&utm_medium=organic&utm_campaign=cinnamonbentotabeach&utm_term=gbp","2025-06-01","OTHER","5",,,,,,,,,,,,,,"Had a wonderful tour at Cinnamon Bentota Beach. Big thanks to Sanduni for the warm welcome and smooth coordination. Grateful to Lahiru (Garden Manager) for sharing insights on the beautiful landscape, and to Viraj (Assistant Chief Engineer) for explaining the hotel’s impressive sustainable systems. A truly inspiring visit!","Tour at cinnamon bentota beach","2025-06","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g297895-d15292088-r1010562763-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Pro.html",,"1200","452392029","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg","1200","0","1","www.tripadvisor.com/Profile/rochanar2025","Rochana R","2A98A460627815C9B7DC7C45D05E962B",,,,,"rochanar2025"
"0","1010562483","en","15292088",,"Guest Services / Front Office","1010716146","en","2025-06-01","Guest Realations","Dear Valued Guest,

Thank you so much for your wonderful feedback! We are delighted to hear that you had the best experience with us. Lahiru, Viraj, and Ms. Sanduni will be thrilled to know they made your stay memorable with their guidance and support.

It’s an honor to be part of your Design 3rd Year CDP project, and we look forward to welcoming you back again soon!

Warm regards,
Lakmi Lakshika
Manager – Guest Services
Cinnamon Bentota Beach","4032","805869679","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/08/98/6f/caption.jpg","3024","3024","805869680","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/08/98/70/caption.jpg","4032","4032","805869681","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/08/98/71/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galle Rd Colombo-Galle-Hambantota-Wellawaya Highway, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Galle Rd","Colombo-Galle-Hambantota-Wellawaya Highway","15292088","6.42454","Bentota, Galle District, Southern Province","79.99715","Cinnamon Bentota Beach - Signature Selection","1783","4.8","32","21","31","146","1553","https://www.tripadvisor.com/Hotel_Review-g297895-d15292088-Reviews-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Province.html","https://www.cinnamonhotels.com/cinnamonbentotabeach?utm_source=google&utm_medium=organic&utm_campaign=cinnamonbentotabeach&utm_term=gbp","2025-06-01","OTHER","5",,,,,,,,,,,,,,"Best experience ever had and we should mention 
Lahiru garden manager 
Viraj assistant chief engineer
Mis . Sanduni were guiding us thankuu soo much. Thanks again dis will previlage to guid our design 3rd yer Cdp project soo hope to visit again.","Great","2025-06","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g297895-d15292088-r1010562483-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Pro.html",,"1200","452386713","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg","1200","0","1","www.tripadvisor.com/Profile/sathminir","Sathmini R","4E39B1A6C840E9CF2EB1786B4806D5DD",,,,,"sathminir"
"0","1009935976","en","15292088",,"Guest Services / Front Office","1010375266","en","2025-05-30","Guest Realations","Dear Valued Guest,

Thank you for sharing your experience with us.

We’re glad to hear that you enjoyed your stay at Cinnamon Bentota Beach and found our hotel, food, and rooms to your satisfaction. It’s always wonderful to welcome families creating special memories together.

We’ve noted your feedback regarding the balcony furniture and appreciate you bringing it to our attention. We’ll certainly look into ways to enhance comfort in this area, even during wet weather.

We hope to welcome you back soon for another enjoyable stay.

Warm regards,
Piyumi Yapa
Guest Relations Officer
Cinnamon Bentota Beach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galle Rd Colombo-Galle-Hambantota-Wellawaya Highway, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Galle Rd","Colombo-Galle-Hambantota-Wellawaya Highway","15292088","6.42454","Bentota, Galle District, Southern Province","79.99715","Cinnamon Bentota Beach - Signature Selection","1783","4.8","32","21","31","146","1553","https://www.tripadvisor.com/Hotel_Review-g297895-d15292088-Reviews-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Province.html","https://www.cinnamonhotels.com/cinnamonbentotabeach?utm_source=google&utm_medium=organic&utm_campaign=cinnamonbentotabeach&utm_term=gbp","2025-05-27","OTHER","4",,"Value","4","Rooms","4","Location","4","Cleanliness","5","Service","5","Sleep Quality","5","A very good hotel to go with your family for a vacation, good food and rooms are excellent. Only issue being rain beats in to the balcony and cannot use the furniture outside until they are dried.","Stay at Bentota beach","2025-05","NONE","https://www.tripadvisor.com/ShowUserReviews-g297895-d15292088-r1009935976-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Pro.html",,"1200","452392029","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg","1200","0","1","www.tripadvisor.com/Profile/cbsena2025","cbsena2025","1E591ACB2221A89746DEE0DD09CB4626",,,,,"cbsena2025"
"0","1009278240","en","15292088",,"Guest Services / Front Office","1009321530","en","2025-05-26","Guest Realations","Dear Shanuka,

Thank you so much for your kind words and for taking the time to share your experience with us.

We're absolutely thrilled to hear that your stay was the best you've had so far! It's incredibly rewarding to know that our food, rooms, service, and staff all met — or exceeded — your expectations. Your appreciation means the world to our team.

We look forward to welcoming you back for another flawless getaway!

Warm regards,
Piyumi Yapa
Guest Relations Officer
Cinnamon Bentota Beach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galle Rd Colombo-Galle-Hambantota-Wellawaya Highway, Bentota 80500 Sri Lanka","Bentota","Sri Lanka","80500",,"Galle Rd","Colombo-Galle-Hambantota-Wellawaya Highway","15292088","6.42454","Bentota, Galle District, Southern Province","79.99715","Cinnamon Bentota Beach - Signature Selection","1783","4.8","32","21","31","146","1553","https://www.tripadvisor.com/Hotel_Review-g297895-d15292088-Reviews-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Province.html","https://www.cinnamonhotels.com/cinnamonbentotabeach?utm_source=google&utm_medium=organic&utm_campaign=cinnamonbentotabeach&utm_term=gbp","2025-05-26","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","The best ever stayaway I've had so far. The food, rooms, service levels & staff were top notch. Literally there is nothing to complain about. ","Best Ever Stay","2025-05","NONE","https://www.tripadvisor.com/ShowUserReviews-g297895-d15292088-r1009278240-Cinnamon_Bentota_Beach_Signature_Selection-Bentota_Galle_District_Southern_Pro.html",,"1200","452390771","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg","1200","0","1","www.tripadvisor.com/Profile/Jshanuka92","Jshanuka92","449B0F374FA719D5BB8D68F6CA2B321A",,,,,"Jshanuka92"
